idTeacher,fullName,gender,email
10845,Bùi Thiên Mai,0,10845teacher@uet.vnu.edu
10846,Hoàng Tân Long,1,10846teacher@uet.vnu.edu
10847,Phùng Thuận Phong,1,10847teacher@uet.vnu.edu
10848,Võ Hoàng Thái,1,10848teacher@uet.vnu.edu
10849,Trần Cẩm Yến,0,10849teacher@uet.vnu.edu
10850,Hồ Lệ Huyền,0,10850teacher@uet.vnu.edu
10851,Lý Diễm Trang,0,10851teacher@uet.vnu.edu
10852,Dương Bảo Huynh,1,10852teacher@uet.vnu.edu
10853,Dương Phi Khanh,0,10853teacher@uet.vnu.edu
10854,Ngô Đông Tuyền,0,10854teacher@uet.vnu.edu
10855,Phạm Thảo Ly,0,10855teacher@uet.vnu.edu
10856,Tô Nguyên Ðan,1,10856teacher@uet.vnu.edu
10857,Nguyễn Phương Quế,0,10857teacher@uet.vnu.edu
10858,Nguyễn Thiện Mỹ,0,10858teacher@uet.vnu.edu
10859,Nguyễn Mai Anh,0,10859teacher@uet.vnu.edu
10860,Nguyễn Bảo Chấn,1,10860teacher@uet.vnu.edu
10861,Hồ Quốc Mỹ,1,10861teacher@uet.vnu.edu
10862,Trần Mỹ Nhân,0,10862teacher@uet.vnu.edu
10863,Trần Huy Trân,1,10863teacher@uet.vnu.edu
10864,Võ Hữu Bình,1,10864teacher@uet.vnu.edu
10865,Phạm Xuân Uyên,0,10865teacher@uet.vnu.edu
10866,Đặng Thanh Uyên,0,10866teacher@uet.vnu.edu
10867,Hồ Huệ Thương,0,10867teacher@uet.vnu.edu
10868,Phùng Phi Hùng,1,10868teacher@uet.vnu.edu
10869,Bùi Thái Hà,0,10869teacher@uet.vnu.edu
10870,Lã Hữu Vĩnh,1,10870teacher@uet.vnu.edu
10871,Phan Dũng Trí,1,10871teacher@uet.vnu.edu
10872,Đặng Minh Quân,1,10872teacher@uet.vnu.edu
10873,Hồ Xuân Vân,0,10873teacher@uet.vnu.edu
10874,Lý Hoàng Thư,0,10874teacher@uet.vnu.edu
10875,Vũ Thu Duyên,0,10875teacher@uet.vnu.edu
10876,Hồ Tâm Ðoan,0,10876teacher@uet.vnu.edu
10877,Ngô Đăng Khương,1,10877teacher@uet.vnu.edu
10878,Phan Phước Nhân,1,10878teacher@uet.vnu.edu
10879,Lã Bình Nguyên,1,10879teacher@uet.vnu.edu
10880,Hồ Danh Văn,1,10880teacher@uet.vnu.edu
10881,Phan Quang Ðạt,1,10881teacher@uet.vnu.edu
10882,Phạm Trọng Hiếu,1,10882teacher@uet.vnu.edu
10883,Đỗ Thanh Kiên,1,10883teacher@uet.vnu.edu
10884,Vũ Huy Chiểu,1,10884teacher@uet.vnu.edu
10885,Lý Ngọc Hân,0,10885teacher@uet.vnu.edu
10886,Vũ Tùy Anh,0,10886teacher@uet.vnu.edu
10887,Đỗ Nam Phương,1,10887teacher@uet.vnu.edu
10888,Võ Song Lam,0,10888teacher@uet.vnu.edu
10889,Hồ Hiền Minh,1,10889teacher@uet.vnu.edu
10890,Dương Ái Vân,0,10890teacher@uet.vnu.edu
10891,Ngô Yến Thảo,0,10891teacher@uet.vnu.edu
10892,Trần Gia Hùng,1,10892teacher@uet.vnu.edu
10893,Lê Thu Hằng,0,10893teacher@uet.vnu.edu
10894,Hoàng Lâm Viên,1,10894teacher@uet.vnu.edu
10895,Dương Nhật Huy,1,10895teacher@uet.vnu.edu
10896,Dương Lệ Quân,0,10896teacher@uet.vnu.edu
10897,Hồ Thanh Thiên,1,10897teacher@uet.vnu.edu
10898,Đặng Minh Hào,1,10898teacher@uet.vnu.edu
10899,Bùi Quảng Thông,1,10899teacher@uet.vnu.edu
10900,Hồ Thành An,1,10900teacher@uet.vnu.edu
10901,Hồ Việt Nhi,0,10901teacher@uet.vnu.edu
10902,Trần Trâm Oanh,0,10902teacher@uet.vnu.edu
10903,Tô Bạch Trà,0,10903teacher@uet.vnu.edu
10904,Vũ Việt Cương,1,10904teacher@uet.vnu.edu
10905,Phạm Thiên Ðức,1,10905teacher@uet.vnu.edu
10906,Vũ Quang Nhật,1,10906teacher@uet.vnu.edu
10907,Nguyễn Trúc Quân,0,10907teacher@uet.vnu.edu
10908,Vũ Tinh Tú,0,10908teacher@uet.vnu.edu
10909,Trần Thành Hòa,1,10909teacher@uet.vnu.edu
10910,Hoàng Tuấn Thành,1,10910teacher@uet.vnu.edu
10911,Phan Quang Vinh,1,10911teacher@uet.vnu.edu
10912,Đặng Duy Hải,1,10912teacher@uet.vnu.edu
10913,Hồ Bích Liên,0,10913teacher@uet.vnu.edu
10914,Hoàng Khánh Giao,0,10914teacher@uet.vnu.edu
10915,Phan Khánh Hoàn,1,10915teacher@uet.vnu.edu
10916,Hoàng Anh Ðào,0,10916teacher@uet.vnu.edu
10917,Vũ Tuấn Kiệt,1,10917teacher@uet.vnu.edu
10918,Dương Thiên Lạc,1,10918teacher@uet.vnu.edu
10919,Trần Khải Hòa,1,10919teacher@uet.vnu.edu
10920,Lê Thương Huyền,0,10920teacher@uet.vnu.edu
10921,Lý Tiểu Bảo,1,10921teacher@uet.vnu.edu
10922,Lã Hữu Châu,1,10922teacher@uet.vnu.edu
10923,Phan Phú Thời,1,10923teacher@uet.vnu.edu
10924,Dương Hoàn Vũ,1,10924teacher@uet.vnu.edu
10925,Phan Tuyết Băng,0,10925teacher@uet.vnu.edu
10926,Dương Thành Doanh,1,10926teacher@uet.vnu.edu
10927,Hoàng Minh Thúy,0,10927teacher@uet.vnu.edu
10928,Phạm Quốc Anh,1,10928teacher@uet.vnu.edu
10929,Trần Hồng Nhung,0,10929teacher@uet.vnu.edu
10930,Phan Ái Thi,0,10930teacher@uet.vnu.edu
10931,Vũ Danh Sơn,1,10931teacher@uet.vnu.edu
10932,Tô Ðắc Thành,1,10932teacher@uet.vnu.edu
10933,Hồ Xuân Thảo,0,10933teacher@uet.vnu.edu
10934,Trần Nhân Từ,1,10934teacher@uet.vnu.edu
10935,Hồ Quỳnh Nhi,0,10935teacher@uet.vnu.edu
10936,Đỗ Phước Lộc,1,10936teacher@uet.vnu.edu
10937,Võ Duy Hoàng,1,10937teacher@uet.vnu.edu
10938,Đinh Lệ Nga,0,10938teacher@uet.vnu.edu
10939,Phạm Hạ Phương,0,10939teacher@uet.vnu.edu
10940,Đỗ Nghị Lực,1,10940teacher@uet.vnu.edu
10941,Vũ Minh Huấn,1,10941teacher@uet.vnu.edu
10942,Phan Mai Hương,0,10942teacher@uet.vnu.edu
10943,Đinh Minh Hào,1,10943teacher@uet.vnu.edu
10944,Lã Xuân Cung,1,10944teacher@uet.vnu.edu
10945,Võ Trung Nhân,1,10945teacher@uet.vnu.edu
10946,Hồ Trọng Vinh,1,10946teacher@uet.vnu.edu
10947,Phạm Tuấn Ngọc,1,10947teacher@uet.vnu.edu
10948,Ngô Ðức Phong,1,10948teacher@uet.vnu.edu
10949,Đỗ Tuấn Linh,1,10949teacher@uet.vnu.edu
10950,Lã Giang Thanh,0,10950teacher@uet.vnu.edu
10951,Bùi Sỹ Ðan,1,10951teacher@uet.vnu.edu
10952,Lý Bảo Pháp,1,10952teacher@uet.vnu.edu
10953,Lã Ðông Dương,1,10953teacher@uet.vnu.edu
10954,Dương Lương Tài,1,10954teacher@uet.vnu.edu
10955,Vũ Thanh Kiều,0,10955teacher@uet.vnu.edu
10956,Phùng Bảo Uyên,0,10956teacher@uet.vnu.edu
10957,Đỗ Nhật Mai,0,10957teacher@uet.vnu.edu
10958,Ngô Tú Anh,0,10958teacher@uet.vnu.edu
10959,Lý Anh Hoàng,1,10959teacher@uet.vnu.edu
10960,Dương Quốc Quang,1,10960teacher@uet.vnu.edu
10961,Đinh Ðình Phúc,1,10961teacher@uet.vnu.edu
10962,Dương Tuấn Linh,1,10962teacher@uet.vnu.edu
10963,Phạm Dạ Hương,0,10963teacher@uet.vnu.edu
10964,Ngô Quế Phương,0,10964teacher@uet.vnu.edu
10965,Nguyễn Thủy Minh,0,10965teacher@uet.vnu.edu
10966,Lý Huyền Trân,0,10966teacher@uet.vnu.edu
10967,Hoàng Quang Triệu,1,10967teacher@uet.vnu.edu
10968,Hồ Hoàng Xuân,0,10968teacher@uet.vnu.edu
10969,Đỗ Huệ Hương,0,10969teacher@uet.vnu.edu
10970,Ngô Nam Nhật,1,10970teacher@uet.vnu.edu
10971,Phan Huyền Thoại,0,10971teacher@uet.vnu.edu
10972,Vũ Quỳnh Nga,0,10972teacher@uet.vnu.edu
10973,Lã Mỹ Vân,0,10973teacher@uet.vnu.edu
10974,Đặng Huy Hà,1,10974teacher@uet.vnu.edu
10975,Trần Minh Trang,0,10975teacher@uet.vnu.edu
10976,Phùng Phương Quyên,0,10976teacher@uet.vnu.edu
10977,Võ Tâm Như,0,10977teacher@uet.vnu.edu
10978,Vũ Nguyên Văn,1,10978teacher@uet.vnu.edu
10979,Ngô Ngọc Liên,0,10979teacher@uet.vnu.edu
10980,Lã Hoàn Vi,0,10980teacher@uet.vnu.edu
10981,Nguyễn Giang Sơn,1,10981teacher@uet.vnu.edu
10982,Bùi Thu Việt,0,10982teacher@uet.vnu.edu
10983,Nguyễn Gia Bảo,1,10983teacher@uet.vnu.edu
10984,Lê Quế Lâm,0,10984teacher@uet.vnu.edu
10985,Lã Vi Quyên,0,10985teacher@uet.vnu.edu
10986,Hồ Khoa Trưởng,1,10986teacher@uet.vnu.edu
10987,Phùng Ðức Phú,1,10987teacher@uet.vnu.edu
10988,Nguyễn Kỳ Duyên,0,10988teacher@uet.vnu.edu
10989,Phạm Ân Thiện,1,10989teacher@uet.vnu.edu
10990,Hồ Lan Hương,0,10990teacher@uet.vnu.edu
10991,Đỗ Mỹ Dung,0,10991teacher@uet.vnu.edu
10992,Tô Hữu Khoát,1,10992teacher@uet.vnu.edu
10993,Lã Nghị Quyền,1,10993teacher@uet.vnu.edu
10994,Tô Lộc Uyên,0,10994teacher@uet.vnu.edu
10995,Võ Hải Sơn,1,10995teacher@uet.vnu.edu
10996,Phùng Ngọc Cường,1,10996teacher@uet.vnu.edu
10997,Dương Việt Thanh,1,10997teacher@uet.vnu.edu
10998,Lã Cao Minh,1,10998teacher@uet.vnu.edu
10999,Phan Ðức Siêu,1,10999teacher@uet.vnu.edu
11000,Võ Tuyết Băng,0,11000teacher@uet.vnu.edu
